file,study,subj,slope_or_bridge,total_trial_num,trial_increment,trial_type,trial_onset,trial_offset
Flex1_S32.opf,Flex1,32,s,55,16,f,00:40:28:110,00:40:31:816
Flex1_S32.opf,Flex1,32,s,56,16,f,00:41:23:190,00:41:27:032
Flex1_S32.opf,Flex1,32,s,57,0,w,00:41:47:432,00:41:51:546
Flex1_S32.opf,Flex1,32,s,58,12,f,00:42:04:534,00:42:07:322
Flex1_S32.opf,Flex1,32,s,59,12,f,00:42:20:378,00:42:23:098
Flex1_S32.opf,Flex1,32,s,60,0,w,00:42:40:982,00:42:45:980
Flex1_S32.opf,Flex1,32,s,61,8,w,00:42:58:492,00:43:03:660
Flex1_S32.opf,Flex1,32,s,62,0,w,00:43:13:520,00:43:19:334
Flex1_S32.opf,Flex1,32,s,63,0,w,00:44:17:576,00:44:21:350
Flex1_S32.opf,Flex1,32,s,64,0,w,00:44:37:874,00:44:42:464
Flex1_S32.opf,Flex1,32,s,65,50,s,00:45:01:232,00:45:02:626
Flex1_S32.opf,Flex1,32,s,66,0,w,00:46:11:034,00:46:16:236
Flex1_S32.opf,Flex1,32,s,67,2,w,00:46:25:144,00:46:31:332
Flex1_S32.opf,Flex1,32,s,68,0,w,00:46:40:580,00:46:46:326
Flex1_S32.opf,Flex1,32,s,69,50,s,00:46:59:110,00:47:02:068
Flex1_S32.opf,Flex1,32,s,70,0,w,00:47:59:630,00:48:05:682
Flex1_S31.opf,Flex1,31,s,1,0,f,00:09:05:530,00:09:07:638
Flex1_S31.opf,Flex1,31,s,2,0,w,00:09:29:024,00:09:32:934
Flex1_S31.opf,Flex1,31,s,3,0,w,00:09:49:764,00:09:53:572
Flex1_S31.opf,Flex1,31,s,4,0,w,00:10:07:342,00:10:12:510
Flex1_S31.opf,Flex1,31,s,5,8,w,00:10:34:984,00:10:41:750
Flex1_S31.opf,Flex1,31,s,6,8,w,00:10:59:396,00:11:00:110
Flex1_S31.opf,Flex1,31,s,7,8,f,00:11:06:910,00:11:10:888
Flex1_S31.opf,Flex1,31,s,8,8,w,00:11:26:528,00:11:30:846
Flex1_S31.opf,Flex1,31,s,9,8,w,00:11:43:324,00:11:48:390
Flex1_S31.opf,Flex1,31,s,10,16,f,00:12:04:370,00:12:07:804
Flex1_S31.opf,Flex1,31,s,11,16,f,00:12:22:220,00:12:25:790
Flex1_S31.opf,Flex1,31,s,12,12,f,00:12:42:212,00:12:46:156
Flex1_S31.opf,Flex1,31,s,13,12,f,00:12:58:940,00:13:02:034
Flex1_S31.opf,Flex1,31,s,14,0,w,00:13:34:436,00:13:37:904
Flex1_S31.opf,Flex1,31,s,15,0,w,00:13:58:474,00:14:02:486
Flex1_S31.opf,Flex1,31,s,16,0,w,00:14:13:502,00:14:18:194
Flex1_S31.opf,Flex1,31,s,17,0,w,00:14:31:828,00:14:35:432
Flex1_S31.opf,Flex1,31,s,18,0,w,00:15:37:006,00:15:40:882
Flex1_S31.opf,Flex1,31,s,19,15,f,00:15:59:582,00:16:03:900
Flex1_S31.opf,Flex1,31,s,20,0,w,00:16:27:122,00:16:31:712
Flex1_S31.opf,Flex1,31,s,21,1,w,00:16:45:482,00:16:48:984
Flex1_S31.opf,Flex1,31,s,22,0,w,00:17:32:606,00:17:35:598
Flex1_S31.opf,Flex1,31,s,23,0,w,00:20:18:356,00:20:21:824
Flex1_S31.opf,Flex1,31,s,24,50,f,00:20:36:444,00:20:43:720
Flex1_S31.opf,Flex1,31,s,25,0,w,00:21:06:840,00:21:10:206
Flex1_S31.opf,Flex1,31,s,26,15,f,00:21:32:000,00:21:35:570
Flex1_S31.opf,Flex1,31,s,27,0,w,00:21:58:826,00:22:03:382
Flex1_S31.opf,Flex1,31,s,28,50,f,00:22:34:832,00:22:36:804
Flex1_S31.opf,Flex1,31,s,29,0,w,00:23:02:610,00:23:05:942
Flex1_S31.opf,Flex1,31,s,30,1,w,00:23:14:714,00:23:18:658
Flex1_S31.opf,Flex1,31,s,31,0,w,00:23:27:974,00:23:31:102
Flex1_S31.opf,Flex1,31,b,32,60,w,00:30:14:784,00:30:17:266
Flex1_S31.opf,Flex1,31,b,33,60,w,00:30:26:310,00:30:29:506
Flex1_S31.opf,Flex1,31,b,34,60,w,00:30:38:788,00:30:42:630
Flex1_S31.opf,Flex1,31,b,35,60,w,00:30:51:810,00:30:55:822
Flex1_S31.opf,Flex1,31,b,36,52,w,00:31:15:882,00:31:19:010
Flex1_S31.opf,Flex1,31,b,37,44,w,00:31:39:750,00:31:44:374
Flex1_S31.opf,Flex1,31,b,38,36,w,00:32:04:298,00:32:09:568
Flex1_S31.opf,Flex1,31,b,39,36,f,00:32:40:168,00:32:42:412
Flex1_S31.opf,Flex1,31,b,40,36,f,00:33:01:282,00:33:03:186
Flex1_S31.opf,Flex1,31,b,41,40,f,00:33:24:300,00:33:26:000
Flex1_S31.opf,Flex1,31,b,42,40,w,00:33:43:306,00:33:48:610
Flex1_S31.opf,Flex1,31,b,43,40,w,00:34:44:540,00:34:49:062
Flex1_S31.opf,Flex1,31,b,44,32,w,00:35:14:494,00:35:21:124
Flex1_S31.opf,Flex1,31,b,45,32,w,00:35:34:248,00:35:38:464
Flex1_S31.opf,Flex1,31,b,46,32,f,00:35:57:742,00:36:05:154
Flex1_S31.opf,Flex1,31,b,47,32,s,00:36:51:564,00:37:01:084
Flex1_S31.opf,Flex1,31,b,48,60,w,00:37:44:502,00:37:50:418
Flex1_S31.opf,Flex1,31,b,49,24,w,00:38:08:302,00:38:18:094
Flex1_S31.opf,Flex1,31,b,50,24,w,00:38:31:558,00:38:40:092
Flex1_S31.opf,Flex1,31,b,51,16,f,00:39:05:422,00:39:08:380
Flex1_S31.opf,Flex1,31,b,52,16,f,00:39:28:440,00:39:31:772
Flex1_S31.opf,Flex1,31,b,53,20,f,00:39:53:294,00:40:02:678
Flex1_S31.opf,Flex1,31,b,54,20,f,00:40:16:550,00:40:19:882
Flex1_S31.opf,Flex1,31,b,55,60,w,00:41:02:212,00:41:08:332
Flex1_S31.opf,Flex1,31,b,56,60,w,00:42:28:164,00:42:33:570
Flex1_S31.opf,Flex1,31,b,57,60,w,00:42:43:022,00:42:47:102
Flex1_S31.opf,Flex1,31,b,58,4,s,00:43:12:602,00:43:26:372
Flex1_S31.opf,Flex1,31,b,59,60,w,00:44:11:150,00:44:15:944
Flex1_S31.opf,Flex1,31,b,60,39,w,00:44:48:856,00:44:56:370
Flex1_S31.opf,Flex1,31,b,61,60,w,00:45:24:420,00:45:28:126
Flex1_S31.opf,Flex1,31,b,62,23,f,00:46:46:258,00:46:52:004
Flex1_S31.opf,Flex1,31,b,63,60,w,00:47:26:004,00:47:30:662
Flex1_S31.opf,Flex1,31,b,64,39,f,00:50:12:298,00:50:18:316
Flex1_S31.opf,Flex1,31,b,65,23,f,01:08:36:958,01:08:40:426
Flex1_S31.opf,Flex1,31,b,66,23,s,01:09:03:070,01:09:05:552
Flex1_S31.opf,Flex1,31,b,67,4,s,01:09:59:136,01:10:00:122
Flex1_S31.opf,Flex1,31,b,68,60,w,01:10:54:998,01:11:01:016
Flex1_S31.opf,Flex1,31,b,69,60,w,01:11:29:848,01:11:56:945
Flex1_S19.opf,Flex1,19,s,1,0,w,00:07:00:580,00:07:03:266
Flex1_S19.opf,Flex1,19,s,2,0,w,00:07:24:346,00:07:27:984
Flex1_S19.opf,Flex1,19,s,3,0,w,00:07:38:932,00:07:41:312
Flex1_S19.opf,Flex1,19,s,4,0,w,00:08:11:300,00:08:15:856
Flex1_S19.opf,Flex1,19,s,5,8,w,00:08:32:686,00:08:43:124
Flex1_S19.opf,Flex1,19,s,6,16,w,00:09:02:436,00:09:08:760
Flex1_S19.opf,Flex1,19,s,7,24,w,00:09:19:198,00:09:27:868
Flex1_S19.opf,Flex1,19,s,8,24,w,00:09:38:000,00:09:50:138
Flex1_S19.opf,Flex1,19,s,9,32,f,00:10:01:188,00:10:12:136
Flex1_S19.opf,Flex1,19,s,10,32,f,00:10:30:598,00:10:36:310
Flex1_S19.opf,Flex1,19,s,11,0,w,00:11:04:462,00:11:09:596
Flex1_S19.opf,Flex1,19,s,12,28,s,00:11:35:130,00:11:43:664
Flex1_S19.opf,Flex1,19,s,13,0,w,00:12:11:714,00:12:16:270
Flex1_S19.opf,Flex1,19,s,14,16,w,00:12:29:700,00:12:37:350
Flex1_S19.opf,Flex1,19,s,15,28,w,00:12:50:984,00:12:56:594
Flex1_S19.opf,Flex1,19,s,16,28,f,00:13:08:052,00:13:14:920
Flex1_S19.opf,Flex1,19,s,17,28,s,00:13:37:156,00:13:42:766
Flex1_S19.opf,Flex1,19,s,18,0,s,00:14:16:188,00:14:20:302
Flex1_S19.opf,Flex1,19,s,19,20,s,00:14:36:248,00:14:46:380
Flex1_S19.opf,Flex1,19,s,20,28,s,00:15:00:184,00:15:11:982
Flex1_S19.opf,Flex1,19,s,21,36,s,00:15:25:276,00:15:27:622
Flex1_S19.opf,Flex1,19,s,22,0,w,00:16:00:466,00:16:04:478
Flex1_S19.opf,Flex1,19,s,23,20,w,00:16:23:586,00:16:34:160
Flex1_S19.opf,Flex1,19,s,24,36,s,00:16:48:202,00:16:52:724
Flex1_S19.opf,Flex1,19,s,25,0,w,00:17:17:544,00:17:27:472
Flex1_S19.opf,Flex1,19,s,26,0,w,00:17:40:290,00:17:42:942
Flex1_S19.opf,Flex1,19,s,27,37,s,00:18:12:488,00:18:16:398
Flex1_S19.opf,Flex1,19,s,28,0,w,00:18:48:392,00:18:51:078
Flex1_S19.opf,Flex1,19,s,29,50,s,00:19:34:870,00:19:58:806
Flex1_S19.opf,Flex1,19,s,30,0,w,00:20:46:440,00:20:49:772
Flex1_S19.opf,Flex1,19,s,31,23,s,00:21:17:142,00:21:19:862
Flex1_S19.opf,Flex1,19,s,32,0,w,00:21:51:618,00:21:55:698
Flex1_S19.opf,Flex1,19,s,33,21,s,00:22:16:268,00:22:18:240
Flex1_S19.opf,Flex1,19,s,34,0,w,00:22:46:426,00:22:49:894
Flex1_S19.opf,Flex1,19,s,35,35,s,00:23:16:448,00:23:19:508
Flex1_S19.opf,Flex1,19,s,36,0,w,00:23:54:766,00:23:58:574
Flex1_S19.opf,Flex1,19,s,37,50,s,00:24:18:464,00:24:24:108
Flex1_S19.opf,Flex1,19,s,38,0,w,00:25:23:608,00:25:27:620
Flex1_S19.opf,Flex1,19,b,39,60,w,00:26:37:252,00:26:41:570
Flex1_S19.opf,Flex1,19,b,40,60,w,00:26:57:108,00:27:01:460
Flex1_S19.opf,Flex1,19,b,41,60,w,00:27:13:326,00:27:18:222
Flex1_S19.opf,Flex1,19,b,42,60,w,00:27:55:384,00:27:58:546
Flex1_S19.opf,Flex1,19,b,43,52,w,00:28:22:278,00:28:26:698
Flex1_S19.opf,Flex1,19,b,44,44,w,00:28:53:728,00:29:01:412
Flex1_S19.opf,Flex1,19,b,45,36,w,00:29:26:198,00:29:29:734
Flex1_S19.opf,Flex1,19,b,46,28,w,00:29:51:188,00:29:57:988
Flex1_S19.opf,Flex1,19,b,47,20,w,00:30:40:760,00:30:48:682
Flex1_S19.opf,Flex1,19,b,48,20,w,00:31:04:322,00:31:12:584
Flex1_S19.opf,Flex1,19,b,49,12,f,00:31:34:480,00:32:19:190
Flex1_S19.opf,Flex1,19,b,50,12,s,00:32:52:306,00:33:22:940
Flex1_S19.opf,Flex1,19,b,51,60,w,00:34:01:020,00:34:05:440
Flex1_S19.opf,Flex1,19,b,52,28,w,00:34:27:064,00:34:33:830
Flex1_S19.opf,Flex1,19,b,53,12,s,00:34:51:714,00:35:23:436
Flex1_S19.opf,Flex1,19,b,54,60,w,00:36:03:488,00:36:07:296
Flex1_S19.opf,Flex1,19,b,55,36,w,00:36:27:322,00:36:32:422
Flex1_S19.opf,Flex1,19,b,56,16,w,00:36:54:998,00:37:10:876
Flex1_S19.opf,Flex1,19,b,57,16,w,00:37:24:136,00:37:35:288
Flex1_S19.opf,Flex1,19,b,58,8,s,00:37:56:878,00:38:28:668
Flex1_S19.opf,Flex1,19,b,59,60,w,00:38:54:712,00:39:01:036
Flex1_S19.opf,Flex1,19,b,60,8,s,00:39:26:706,00:39:54:552
Flex1_S19.opf,Flex1,19,b,61,60,w,00:40:41:098,00:40:45:518
Flex1_S19.opf,Flex1,19,b,62,7,s,00:41:45:800,00:42:16:468
Flex1_S19.opf,Flex1,19,b,63,60,w,00:42:51:828,00:42:56:724
Flex1_S19.opf,Flex1,19,b,64,23,w,00:43:31:404,00:43:39:564
Flex1_S19.opf,Flex1,19,b,65,60,w,00:44:15:298,00:44:21:010
Flex1_S19.opf,Flex1,19,b,66,4,s,00:44:56:132,00:44:58:852
Flex1_S19.opf,Flex1,19,b,67,60,w,00:46:06:988,00:46:14:502
Flex1_S19.opf,Flex1,19,b,68,7,s,00:47:01:252,00:47:02:408
Flex1_S19.opf,Flex1,19,b,69,60,s,00:48:19:248,00:48:21:152
Flex1_S19.opf,Flex1,19,b,70,60,w,00:48:40:464,00:48:43:966
Flex1_S19.opf,Flex1,19,b,71,4,s,00:49:13:682,00:49:29:798
Flex1_S19.opf,Flex1,19,b,72,60,w,00:50:21:308,00:50:24:572
Flex1_S19.opf,Flex1,19,b,73,23,w,00:50:58:708,00:51:06:732
Flex1_S19.opf,Flex1,19,b,74,60,w,00:51:33:660,00:51:37:672
Flex1_S30.opf,Flex1,30,b,1,60,w,00:07:39:000,00:07:42:502
Flex1_S30.opf,Flex1,30,b,2,60,w,00:08:05:226,00:08:08:444
Flex1_S30.opf,Flex1,30,b,3,60,w,00:08:30:306,00:08:33:400
Flex1_S30.opf,Flex1,30,b,4,60,w,00:08:47:306,00:08:51:760
Flex1_S30.opf,Flex1,30,b,5,52,w,00:09:24:502,00:09:28:548
Flex1_S30.opf,Flex1,30,b,6,44,w,00:09:47:316,00:09:50:852
Flex1_S30.opf,Flex1,30,b,7,36,w,00:10:09:518,00:10:14:686
Flex1_S30.opf,Flex1,30,b,8,28,w,00:10:34:814,00:10:40:934
Flex1_S30.opf,Flex1,30,b,9,20,w,00:11:00:110,00:11:13:846
Flex1_S30.opf,Flex1,30,b,10,12,s,00:11:29:894,00:12:16:338
Flex1_S30.opf,Flex1,30,b,11,60,w,00:12:41:702,00:12:46:496
Flex1_S30.opf,Flex1,30,b,12,28,w,00:13:09:242,00:13:16:382
Flex1_S30.opf,Flex1,30,b,13,12,f,00:13:31:444,00:13:40:216
Flex1_S30.opf,Flex1,30,b,14,12,s,00:13:59:936,00:14:33:018
Flex1_S30.opf,Flex1,30,b,15,60,w,00:15:09:228,00:15:13:784
Flex1_S30.opf,Flex1,30,b,16,20,w,00:15:32:892,00:15:45:472
Flex1_S30.opf,Flex1,30,b,17,16,s,00:16:07:062,00:16:30:420
Flex1_S30.opf,Flex1,30,b,18,60,w,00:17:12:682,00:17:18:360
Flex1_S30.opf,Flex1,30,b,19,16,s,00:17:41:820,00:17:45:016
Flex1_S30.opf,Flex1,30,b,20,60,w,00:18:34:826,00:18:38:634
Flex1_S30.opf,Flex1,30,b,21,9,s,00:20:07:476,00:20:11:318
Flex1_S30.opf,Flex1,30,b,22,60,w,00:21:05:072,00:21:10:036
Flex1_S30.opf,Flex1,30,b,23,4,s,00:21:31:082,00:21:59:812
Flex1_S30.opf,Flex1,30,b,24,60,w,00:22:26:502,00:22:30:820
Flex1_S30.opf,Flex1,30,b,25,24,w,00:22:51:356,00:23:04:106
Flex1_S30.opf,Flex1,30,b,26,60,w,00:23:30:830,00:23:35:046
Flex1_S30.opf,Flex1,30,b,27,4,s,00:23:54:494,00:24:00:682
Flex1_S30.opf,Flex1,30,b,28,60,w,00:24:48:996,00:24:52:124
Flex1_S30.opf,Flex1,30,b,29,9,s,00:25:17:998,00:25:48:462
Flex1_S30.opf,Flex1,30,b,30,60,w,00:26:10:902,00:26:14:506
Flex1_S30.opf,Flex1,30,b,31,24,w,00:26:33:104,00:26:41:842
Flex1_S30.opf,Flex1,30,b,32,60,w,00:27:32:196,00:27:35:936
Flex1_S30.opf,Flex1,30,b,33,24,w,00:27:57:050,00:28:04:836
Flex1_S30.opf,Flex1,30,b,34,60,w,00:28:27:242,00:28:31:288
Flex1_S30.opf,Flex1,30,s,35,0,w,00:30:39:944,00:30:46:200
Flex1_S30.opf,Flex1,30,s,36,0,w,00:30:53:646,00:30:56:468
Flex1_S30.opf,Flex1,30,s,37,0,w,00:31:02:996,00:31:05:546
Flex1_S30.opf,Flex1,30,s,38,0,w,00:31:13:876,00:31:18:330
Flex1_S30.opf,Flex1,30,s,39,8,w,00:31:50:188,00:31:55:152
Flex1_S30.opf,Flex1,30,s,40,16,w,00:32:06:576,00:32:13:104
Flex1_S30.opf,Flex1,30,s,41,16,f,00:32:23:576,00:32:25:174
Flex1_S30.opf,Flex1,30,s,42,0,w,00:32:47:444,00:32:51:932
Flex1_S30.opf,Flex1,30,s,43,8,w,00:33:01:860,00:33:07:028
Flex1_S30.opf,Flex1,30,s,44,16,f,00:33:14:542,00:33:16:786
Flex1_S30.opf,Flex1,30,s,45,0,w,00:33:34:092,00:33:37:118
Flex1_S30.opf,Flex1,30,s,46,12,w,00:33:46:094,00:33:50:514
Flex1_S30.opf,Flex1,30,s,47,12,w,00:34:00:306,00:34:05:474
Flex1_S30.opf,Flex1,30,s,48,20,w,00:34:14:008,00:34:20:468
Flex1_S30.opf,Flex1,30,s,49,20,w,00:34:28:492,00:34:34:476
Flex1_S30.opf,Flex1,30,s,50,28,f,00:34:42:602,00:34:45:356
Flex1_S30.opf,Flex1,30,s,51,28,f,00:34:57:698,00:35:04:056
Flex1_S30.opf,Flex1,30,s,52,0,w,00:35:21:974,00:35:26:768
Flex1_S30.opf,Flex1,30,s,53,16,w,00:35:39:280,00:35:45:740
Flex1_S30.opf,Flex1,30,s,54,16,w,00:36:11:920,00:36:16:000
Flex1_S30.opf,Flex1,30,s,55,24,w,00:36:27:254,00:36:35:108
Flex1_S30.opf,Flex1,30,s,56,24,w,00:36:46:770,00:36:53:094
Flex1_S30.opf,Flex1,30,s,57,32,s,00:37:03:668,00:37:06:796
Flex1_S30.opf,Flex1,30,s,58,0,w,00:37:52:764,00:37:56:878
Flex1_S30.opf,Flex1,30,s,59,32,s,00:38:09:356,00:38:14:626
Flex1_S30.opf,Flex1,30,s,60,0,w,00:38:40:908,00:38:44:818
Flex1_S30.opf,Flex1,30,s,61,16,w,00:38:56:412,00:39:05:218
Flex1_S30.opf,Flex1,30,s,62,0,w,00:39:15:010,00:39:18:546
Flex1_S30.opf,Flex1,30,s,63,0,w,00:39:29:086,00:39:34:220
Flex1_S30.opf,Flex1,30,s,64,0,w,00:40:07:404,00:40:12:708
Flex1_S30.opf,Flex1,30,s,65,0,w,00:40:24:064,00:40:27:940
Flex1_S30.opf,Flex1,30,s,66,31,s,00:40:44:498,00:40:47:762
Flex1_S30.opf,Flex1,30,s,67,0,w,00:41:15:064,00:41:21:116
Flex1_S30.opf,Flex1,30,s,68,17,w,00:41:41:312,00:41:46:990
Flex1_S30.opf,Flex1,30,s,69,0,w,00:41:59:468,00:42:05:350
Flex1_S30.opf,Flex1,30,s,70,50,s,00:42:15:516,00:42:18:984
Flex1_S30.opf,Flex1,30,s,71,0,w,00:42:50:604,00:42:54:480
Flex1_S30.opf,Flex1,30,s,72,17,w,00:43:06:448,00:43:15:220
Flex1_S30.opf,Flex1,30,s,73,0,w,00:43:26:916,00:43:31:166
Flex1_S30.opf,Flex1,30,s,74,31,s,00:43:41:944,00:43:44:426
Flex1_S30.opf,Flex1,30,s,75,0,w,00:44:11:694,00:44:15:434
Flex1_S30.opf,Flex1,30,s,76,50,s,00:44:27:368,00:44:29:000
Flex1_S30.opf,Flex1,30,s,77,0,w,00:45:01:674,00:45:06:638
Flex1_S30.opf,Flex1,30,s,78,17,s,00:45:28:194,00:45:30:438
Flex1_S30.opf,Flex1,30,s,79,0,w,00:46:02:874,00:46:06:546
Flex1_S30.opf,Flex1,30,s,80,31,s,00:46:16:610,00:46:18:208
Flex1_S30.opf,Flex1,30,s,81,0,w,00:46:42:518,00:46:46:292
Flex1_S30.opf,Flex1,30,s,82,50,s,00:47:03:122,00:47:04:210
Flex1_S30.opf,Flex1,30,s,83,0,w,00:47:33:076,00:47:36:680
Flex1_S24.opf,Flex1,24,s,1,0,w,00:04:55:460,00:04:58:418
Flex1_S24.opf,Flex1,24,s,2,0,w,00:05:11:032,00:05:14:874
Flex1_S24.opf,Flex1,24,s,3,0,w,00:05:23:408,00:05:27:828
Flex1_S24.opf,Flex1,24,s,4,0,w,00:06:08:186,00:06:11:246
Flex1_S24.opf,Flex1,24,s,5,8,w,00:06:24:438,00:06:29:776
Flex1_S24.opf,Flex1,24,s,6,16,w,00:06:38:582,00:06:44:294
Flex1_S24.opf,Flex1,24,s,7,24,s,00:06:53:508,00:07:09:114
Flex1_S24.opf,Flex1,24,s,8,0,w,00:07:35:430,00:07:41:312
Flex1_S24.opf,Flex1,24,s,9,16,s,00:07:49:234,00:07:54:334
Flex1_S24.opf,Flex1,24,s,10,0,w,00:09:43:134,00:09:46:942
Flex1_S24.opf,Flex1,24,s,11,0,w,00:09:55:136,00:09:59:216
Flex1_S24.opf,Flex1,24,s,12,0,w,00:10:54:160,00:10:58:818
Flex1_S24.opf,Flex1,24,s,13,0,w,00:11:12:996,00:11:16:260
Flex1_S24.opf,Flex1,24,s,14,4,w,00:11:35:334,00:11:39:788
Flex1_S24.opf,Flex1,24,b,15,60,w,00:13:30:288,00:13:34:504
Flex1_S24.opf,Flex1,24,b,16,60,w,00:13:44:976,00:13:50:382
Flex1_S24.opf,Flex1,24,b,17,60,w,00:13:58:678,00:14:04:186
Flex1_S24.opf,Flex1,24,b,18,60,w,00:14:14:488,00:14:19:044
Flex1_S24.opf,Flex1,24,b,19,52,w,00:14:41:994,00:14:46:822
Flex1_S24.opf,Flex1,24,b,20,44,w,00:15:05:454,00:15:12:050
Flex1_S24.opf,Flex1,24,b,21,36,w,00:15:26:602,00:15:36:122
Flex1_S24.opf,Flex1,24,b,22,28,w,00:15:55:706,00:16:07:504
Flex1_S24.opf,Flex1,24,b,23,20,s,00:16:23:314,00:16:33:106
Flex1_S24.opf,Flex1,24,b,24,60,w,00:17:41:956,00:17:46:818
Flex1_S24.opf,Flex1,24,b,25,36,w,00:18:20:138,00:18:25:612
Flex1_S24.opf,Flex1,24,b,26,20,w,00:18:45:468,00:18:57:742
Flex1_S24.opf,Flex1,24,b,27,20,w,00:19:09:540,00:19:19:638
Flex1_S24.opf,Flex1,24,b,28,12,e,00:19:39:902,00:19:58:330
Flex1_S24.opf,Flex1,24,b,29,12,s,00:20:30:494,00:20:36:988
Flex1_S24.opf,Flex1,24,b,30,60,w,00:22:01:818,00:22:06:714
Flex1_S24.opf,Flex1,24,b,31,60,w,00:22:15:486,00:22:20:144
Flex1_S24.opf,Flex1,24,b,32,32,w,00:22:38:028,00:22:43:502
Flex1_S24.opf,Flex1,24,b,33,12,s,00:23:03:358,00:23:08:866
Flex1_S24.opf,Flex1,24,b,34,60,w,00:23:45:722,00:23:52:352
Flex1_S24.opf,Flex1,24,b,35,32,w,00:24:13:466,00:24:20:708
